Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
Tang City Mall,11:27,Pardi,Pardi@google.com,8577615585,1996-04-02,samsung,art,Free,27.0,11
Tang City Mall,14:06,Gaiman,Gaiman@google.com,8357077676,1990-09-21,vivo,cooking,Free,32.0,14
SMA N 47 Jakarta,19:09,Margana,Margana@google.com,8151538986,2007-07-15,vivo,music,Goes to School,15.0,19
Grand Metropolitan Mall,01:33,Eva,Eva@google.com,8709433439,1988-03-29,samsung,cooking,Free,35.0,2
Foresthree Coffee,19:28,Nadine,Nadine@google.com,8262317070,1994-01-07,oppo,sport,Social,29.0,19
Coffee Toffee,16:40,Najwa,Najwa@google.com,8149600914,1991-11-20,xiaomi,beauty,Social,31.0,17
Foresthree Coffee,06:02,Vanya,Vanya@google.com,8569756687,1997-04-15,samsung,music,Social,26.0,6
Jogja City Mall,05:29,Dartono,Dartono@google.com,8826062662,1981-06-23,vivo,science,Free,41.0,5
SMA N 47 Jakarta,14:33,Kariman,Kariman@google.com,8240025216,1968-07-15,oppo,science,Goes to School,54.0,15
SMA N 27 Jakarta,17:17,Luwes,Luwes@google.com,8824208365,1976-08-22,oppo,sport,Goes to School,46.0,17
Grand Metropolitan Mall,13:38,Maras,Maras@google.com,8403985196,1973-08-26,apple,sport,Free,49.0,14
SMA N 27 Jakarta,13:47,Edward,Edward@google.com,8515248886,1993-08-04,oppo,sport,Goes to School,29.0,14
Tang City Mall,04:54,Daliman,Daliman@google.com,8224522912,1962-04-13,samsung,cooking,Free,61.0,5
SMA N 27 Jakarta,02:21,Latif,Latif@google.com,8935062645,1974-11-06,xiaomi,science,Goes to School,48.0,2
Tang City Mall,13:39,Devi,Devi@google.com,8666776931,1985-12-22,oppo,sport,Free,37.0,14
Foresthree Coffee,02:41,Marwata,Marwata@google.com,8939018744,1968-02-24,xiaomi,beauty,Social,55.0,3
SMA N 27 Jakarta,05:48,Ida,Ida@google.com,8431757292,1987-04-08,apple,sport,Goes to School,36.0,6
Grand Metropolitan Mall,10:41,Kadir,Kadir@google.com,8724298229,1997-01-29,apple,entertainment,Free,26.0,11
Tang City Mall,22:43,Cemplunk,Cemplunk@google.com,8653506791,2003-05-21,apple,tech,Free,20.0,23
Stuja Coffee,08:18,Eko,Eko@google.com,8518196955,1978-04-20,xiaomi,science,Social,45.0,8
SMA N 28 Jakarta,12:18,Teguh,Teguh@google.com,8322028939,1968-12-11,apple,beauty,Goes to School,54.0,12
Tang City Mall,10:48,Prakosa,Prakosa@google.com,8507371017,1998-10-28,xiaomi,art,Free,24.0,11
Coffee Toffee,20:06,Ulva,Ulva@google.com,8025132142,2002-05-08,oppo,entertainment,Social,21.0,20
Stuja Coffee,09:17,Siti,Siti@google.com,8805879910,1978-08-26,apple,beauty,Social,44.0,9
Coffee Toffee,10:16,Lukman,Lukman@google.com,8630322642,2005-10-16,oppo,games,Social,17.0,10
Coffee Toffee,10:56,Naradi,Naradi@google.com,8189089118,1970-02-07,oppo,cooking,Social,53.0,11
Tang City Mall,15:56,Gaman,Gaman@google.com,8275935092,1974-10-08,apple,tech,Free,48.0,16
Foresthree Coffee,15:06,Koko,Koko@google.com,8039997343,1974-08-11,samsung,sport,Social,48.0,15
SMA N 47 Jakarta,01:34,Diana,Diana@google.com,8105868433,1995-01-05,vivo,sport,Goes to School,28.0,2
SMA N 28 Jakarta,09:07,Janet,Janet@google.com,8090721485,1967-02-01,vivo,entertainment,Goes to School,56.0,9
Stuja Coffee,05:44,Aditya,Aditya@google.com,8227186112,1971-01-28,vivo,sport,Social,52.0,6
Grand Metropolitan Mall,19:37,Harjaya,Harjaya@google.com,8436853134,2001-10-15,apple,tech,Free,21.0,20
SMA N 28 Jakarta,22:19,Tantri,Tantri@google.com,8574003886,1969-08-10,apple,tech,Goes to School,53.0,22
SMA N 28 Jakarta,13:02,Jayadi,Jayadi@google.com,8248801989,1987-11-10,vivo,games,Goes to School,35.0,13
SMA N 27 Jakarta,03:28,Yusuf,Yusuf@google.com,8219441385,1993-01-01,samsung,tech,Goes to School,30.0,3
Stuja Coffee,08:12,Galih,Galih@google.com,8438804202,1969-12-28,apple,games,Social,53.0,8
Foresthree Coffee,04:28,Jaswadi,Jaswadi@google.com,8780891038,1994-09-06,vivo,art,Social,28.0,4
SMA N 28 Jakarta,16:21,Jatmiko,Jatmiko@google.com,8340331580,1981-12-15,xiaomi,music,Goes to School,41.0,16
Jogja City Mall,21:23,Anom,Anom@google.com,8369573512,2007-08-21,xiaomi,music,Free,15.0,21
Tang City Mall,08:05,Sarah,Sarah@google.com,8348614480,1969-12-04,apple,science,Free,53.0,8
SMA N 28 Jakarta,22:00,Ade,Ade@google.com,8018821500,1971-07-16,samsung,entertainment,Goes to School,51.0,22
Coffee Toffee,21:48,Halima,Halima@google.com,8544936047,1998-10-03,samsung,science,Social,24.0,22
Tang City Mall,18:25,Jane,Jane@google.com,8031944735,1975-03-23,oppo,tech,Free,48.0,18
Tang City Mall,09:00,Rahman,Rahman@google.com,8063485746,1973-11-11,oppo,music,Free,49.0,9
Tang City Mall,05:13,Janet,Janet@google.com,8580736317,1987-10-15,apple,tech,Free,35.0,5
SMA N 47 Jakarta,19:51,Marsito,Marsito@google.com,8634352604,2002-05-09,samsung,beauty,Goes to School,21.0,20
Tang City Mall,07:56,Unggul,Unggul@google.com,8441688677,1996-10-17,xiaomi,cooking,Free,26.0,8
Tang City Mall,00:06,Galiono,Galiono@google.com,8360584742,1988-10-30,xiaomi,science,Free,34.0,0
SMA N 47 Jakarta,10:53,Rudi,Rudi@google.com,8512007411,1981-11-16,xiaomi,beauty,Goes to School,41.0,11
Tang City Mall,00:47,Wage,Wage@google.com,8028953741,1992-08-29,apple,art,Free,30.0,1
SMA N 47 Jakarta,19:49,Tugiman,Tugiman@google.com,8065667116,1994-08-09,samsung,science,Goes to School,28.0,20
SMA N 47 Jakarta,04:02,Bakda,Bakda@google.com,8445947558,2004-03-28,oppo,entertainment,Goes to School,19.0,4
SMA N 47 Jakarta,03:44,Tira,Tira@google.com,8394137788,1985-03-12,oppo,entertainment,Goes to School,38.0,4
Grand Metropolitan Mall,04:42,Sari,Sari@google.com,8331652186,2000-10-31,oppo,sport,Free,22.0,5
Grand Metropolitan Mall,10:40,Gabriella,Gabriella@google.com,8609025602,1967-08-26,vivo,entertainment,Free,55.0,11
Stuja Coffee,16:37,Balamantri,Balamantri@google.com,8264278243,1997-10-09,oppo,science,Social,25.0,17
SMA N 47 Jakarta,09:12,Hilda,Hilda@google.com,8595132662,1978-03-11,samsung,beauty,Goes to School,45.0,9
Grand Metropolitan Mall,08:20,Lamar,Lamar@google.com,8796445847,1988-05-31,vivo,beauty,Free,35.0,8
SMA N 47 Jakarta,15:18,Gantar,Gantar@google.com,8960239697,2001-10-19,samsung,games,Goes to School,21.0,15
Foresthree Coffee,12:27,Artawan,Artawan@google.com,8683777845,1986-11-02,samsung,art,Social,36.0,12
SMA N 47 Jakarta,14:41,Jumari,Jumari@google.com,8080697869,1985-11-17,xiaomi,music,Goes to School,37.0,15
SMA N 27 Jakarta,13:16,Kurnia,Kurnia@google.com,8331776286,1966-12-24,xiaomi,science,Goes to School,56.0,13
Grand Metropolitan Mall,10:21,Olivia,Olivia@google.com,8471296638,1979-04-02,apple,sport,Free,44.0,10
Tang City Mall,21:26,Nasrullah,Nasrullah@google.com,8037109866,2003-04-01,samsung,entertainment,Free,20.0,21
SMA N 47 Jakarta,18:14,Vino,Vino@google.com,8724937800,1993-01-06,oppo,games,Goes to School,30.0,18
Stuja Coffee,07:43,Hamzah,Hamzah@google.com,8606665711,1994-03-19,apple,entertainment,Social,29.0,8
Coffee Toffee,07:51,Farhunnisa,Farhunnisa@google.com,8747008876,1999-06-06,vivo,tech,Social,24.0,8
Jogja City Mall,19:16,Bakti,Bakti@google.com,8092654769,1986-07-18,vivo,beauty,Free,36.0,19
Stuja Coffee,15:40,Jaeman,Jaeman@google.com,8118246790,1975-08-12,vivo,beauty,Social,47.0,16
Foresthree Coffee,01:07,Cawisono,Cawisono@google.com,8447889314,1990-12-22,xiaomi,entertainment,Social,32.0,1
SMA N 27 Jakarta,00:43,Keisha,Keisha@google.com,8940339640,2002-06-03,samsung,sport,Goes to School,21.0,1
SMA N 28 Jakarta,17:02,Ozy,Ozy@google.com,8746405221,1968-01-17,apple,art,Goes to School,55.0,17
Coffee Toffee,07:40,Warsita,Warsita@google.com,8745085317,1982-03-22,vivo,music,Social,41.0,8
Coffee Toffee,13:15,Febi,Febi@google.com,8013832907,1998-05-04,apple,art,Social,25.0,13
SMA N 47 Jakarta,10:22,Clara,Clara@google.com,8933966478,1988-02-29,samsung,science,Goes to School,35.0,10
Foresthree Coffee,02:34,Raditya,Raditya@google.com,8326128571,1987-05-28,vivo,sport,Social,36.0,3
Jogja City Mall,06:48,Aris,Aris@google.com,8664595786,1972-06-18,oppo,tech,Free,51.0,7
Stuja Coffee,11:03,Wakiman,Wakiman@google.com,8799049424,1973-08-19,vivo,art,Social,49.0,11
Coffee Toffee,04:20,Halim,Halim@google.com,8767143579,2003-08-23,samsung,sport,Social,19.0,4
SMA N 47 Jakarta,05:42,Kawaca,Kawaca@google.com,8386573759,1980-03-15,vivo,cooking,Goes to School,43.0,6
Stuja Coffee,13:27,Catur,Catur@google.com,8543079533,2003-08-08,apple,music,Social,19.0,13
Tang City Mall,01:04,Kamaria,Kamaria@google.com,8760146037,1999-08-04,oppo,tech,Free,23.0,1
Grand Metropolitan Mall,09:55,Wawan,Wawan@google.com,8893989404,2007-05-27,apple,beauty,Free,16.0,10
Grand Metropolitan Mall,13:18,Manah,Manah@google.com,8691205986,1996-09-03,oppo,music,Free,26.0,13
SMA N 28 Jakarta,16:21,Cornelia,Cornelia@google.com,8183858597,1997-03-02,samsung,games,Goes to School,26.0,16
SMA N 47 Jakarta,13:41,Prabowo,Prabowo@google.com,8857981682,1969-11-17,apple,tech,Goes to School,53.0,14
SMA N 28 Jakarta,06:41,Indra,Indra@google.com,8335675935,1994-03-15,apple,tech,Goes to School,29.0,7
Tang City Mall,05:53,Aslijan,Aslijan@google.com,8817018511,2000-08-15,vivo,cooking,Free,22.0,6
Tang City Mall,13:13,Tasdik,Tasdik@google.com,8053175057,1976-04-23,apple,beauty,Free,47.0,13
Stuja Coffee,23:49,Bahuraksa,Bahuraksa@google.com,8936360297,1993-11-21,samsung,beauty,Social,29.0,0
Coffee Toffee,08:19,Wakiman,Wakiman@google.com,8484355261,1965-08-06,vivo,entertainment,Social,57.0,8
Jogja City Mall,19:09,Wirda,Wirda@google.com,8653974601,1970-10-17,vivo,science,Free,52.0,19
SMA N 28 Jakarta,09:12,Cemplunk,Cemplunk@google.com,8928310884,1974-05-02,xiaomi,music,Goes to School,49.0,9
Stuja Coffee,10:28,Shania,Shania@google.com,8237632151,1992-07-03,oppo,art,Social,30.0,10
Jogja City Mall,23:18,Endra,Endra@google.com,8761896738,1980-09-10,vivo,beauty,Free,42.0,23
SMA N 28 Jakarta,08:39,Ayu,Ayu@google.com,8930333302,1992-03-11,oppo,sport,Goes to School,31.0,9
SMA N 28 Jakarta,22:44,Yance,Yance@google.com,8622230517,1976-03-16,xiaomi,art,Goes to School,47.0,23
Grand Metropolitan Mall,01:04,Okta,Okta@google.com,8517867623,1980-02-15,vivo,music,Free,43.0,1
SMA N 47 Jakarta,23:49,Rini,Rini@google.com,8785335696,1969-06-03,xiaomi,entertainment,Goes to School,54.0,0
Foresthree Coffee,02:53,Icha,Icha@google.com,8919162725,1997-08-12,samsung,science,Social,25.0,3
SMA N 47 Jakarta,01:34,Kambali,Kambali@google.com,8370804900,1965-04-03,vivo,tech,Goes to School,58.0,2
SMA N 28 Jakarta,06:16,Lulut,Lulut@google.com,8739410029,1966-10-21,xiaomi,entertainment,Goes to School,56.0,6
Tang City Mall,17:18,Viktor,Viktor@google.com,8291019282,1996-01-18,oppo,tech,Free,27.0,17
Tang City Mall,08:45,Yono,Yono@google.com,8996815089,2003-03-29,vivo,sport,Free,20.0,9
Coffee Toffee,20:44,Zulaikha,Zulaikha@google.com,8357584343,1996-02-04,xiaomi,beauty,Social,27.0,21
Stuja Coffee,02:08,Halima,Halima@google.com,8276335116,2001-08-18,xiaomi,cooking,Social,21.0,2
Foresthree Coffee,23:53,Rahayu,Rahayu@google.com,8311588256,1990-02-20,samsung,music,Social,33.0,0
SMA N 28 Jakarta,04:11,Devi,Devi@google.com,8338103953,1971-04-17,xiaomi,beauty,Goes to School,52.0,4
Jogja City Mall,11:50,Kasusra,Kasusra@google.com,8328517734,1983-01-21,samsung,games,Free,40.0,12
SMA N 47 Jakarta,08:53,Satya,Satya@google.com,8012351936,2004-06-13,oppo,cooking,Goes to School,19.0,9
Foresthree Coffee,12:48,Emas,Emas@google.com,8204168476,1993-01-26,oppo,entertainment,Social,30.0,13
SMA N 28 Jakarta,07:09,Tari,Tari@google.com,8554428708,2007-04-11,xiaomi,tech,Goes to School,16.0,7
Grand Metropolitan Mall,14:43,Prayitna,Prayitna@google.com,8247924034,2005-01-20,vivo,science,Free,18.0,15
Stuja Coffee,09:07,Eman,Eman@google.com,8898581911,1993-11-27,oppo,cooking,Social,29.0,9
SMA N 27 Jakarta,20:02,Bancar,Bancar@google.com,8513432016,2000-10-01,samsung,tech,Goes to School,22.0,20
SMA N 28 Jakarta,07:53,Nilam,Nilam@google.com,8908226175,1982-10-09,apple,tech,Goes to School,40.0,8
Foresthree Coffee,09:58,Elma,Elma@google.com,8862584472,2004-11-17,xiaomi,music,Social,18.0,10
Tang City Mall,00:42,Bakianto,Bakianto@google.com,8147496226,1993-01-13,samsung,sport,Free,30.0,1
Foresthree Coffee,02:14,Amelia,Amelia@google.com,8291086946,1967-05-18,xiaomi,games,Social,56.0,2
Grand Metropolitan Mall,16:06,Jatmiko,Jatmiko@google.com,8900191391,2003-05-18,xiaomi,tech,Free,20.0,16
Coffee Toffee,09:31,Alika,Alika@google.com,8470673326,1986-07-02,apple,beauty,Social,36.0,10
SMA N 47 Jakarta,17:54,Kenes,Kenes@google.com,8010269656,1968-11-09,samsung,tech,Goes to School,54.0,18
SMA N 27 Jakarta,19:22,Kasusra,Kasusra@google.com,8046369626,1983-02-12,samsung,cooking,Goes to School,40.0,19
Stuja Coffee,08:22,Saadat,Saadat@google.com,8032693243,2007-10-01,xiaomi,science,Social,15.0,8
Grand Metropolitan Mall,10:33,Nugraha,Nugraha@google.com,8382464548,1962-08-22,xiaomi,cooking,Free,60.0,11
Jogja City Mall,02:59,Sari,Sari@google.com,8608732460,1969-01-30,oppo,music,Free,54.0,3
SMA N 27 Jakarta,06:44,Ulva,Ulva@google.com,8803706949,1965-08-29,apple,tech,Goes to School,57.0,7
SMA N 28 Jakarta,02:47,Halima,Halima@google.com,8521566720,1986-09-12,apple,science,Goes to School,36.0,3
Stuja Coffee,09:55,Taswir,Taswir@google.com,8661012447,1974-05-23,vivo,sport,Social,49.0,10
Tang City Mall,15:33,Caket,Caket@google.com,8777091107,2000-04-24,samsung,entertainment,Free,23.0,16
SMA N 28 Jakarta,19:54,Yunita,Yunita@google.com,8396137250,1973-12-15,apple,tech,Goes to School,49.0,20
Jogja City Mall,16:59,Dwi,Dwi@google.com,8178847473,1967-05-17,oppo,beauty,Free,56.0,17
Foresthree Coffee,14:38,Ghani,Ghani@google.com,8769956839,1965-06-26,oppo,entertainment,Social,57.0,15
Stuja Coffee,01:12,Martaka,Martaka@google.com,8308975179,1996-04-14,vivo,beauty,Social,27.0,1
Tang City Mall,02:45,Hasna,Hasna@google.com,8711878168,1981-05-07,apple,sport,Free,42.0,3
Stuja Coffee,00:25,Tasnim,Tasnim@google.com,8221233401,1977-03-25,apple,art,Social,46.0,0
SMA N 28 Jakarta,19:51,Cahya,Cahya@google.com,8787832785,1999-07-31,oppo,art,Goes to School,23.0,20
Foresthree Coffee,11:38,Alika,Alika@google.com,8503574562,1997-09-22,vivo,music,Social,25.0,12
Foresthree Coffee,11:33,Panji,Panji@google.com,8173187025,1985-05-12,oppo,games,Social,38.0,12
Jogja City Mall,13:11,Indah,Indah@google.com,8641120778,1981-08-13,samsung,entertainment,Free,41.0,13
SMA N 28 Jakarta,06:11,Puti,Puti@google.com,8441759179,1999-08-26,samsung,games,Goes to School,23.0,6
Jogja City Mall,12:31,Calista,Calista@google.com,8994344956,1998-10-21,apple,entertainment,Free,24.0,13
Foresthree Coffee,11:34,Garda,Garda@google.com,8843776444,1982-03-04,xiaomi,cooking,Social,41.0,12
Tang City Mall,09:21,Dimas,Dimas@google.com,8112865925,1964-07-27,oppo,games,Free,58.0,9
Stuja Coffee,04:08,Bagiya,Bagiya@google.com,8546639524,1984-09-17,samsung,art,Social,38.0,4
Stuja Coffee,08:25,Vicky,Vicky@google.com,8424835546,2003-04-21,samsung,science,Social,20.0,8
Foresthree Coffee,13:09,Wadi,Wadi@google.com,8512631763,2005-12-17,xiaomi,art,Social,17.0,13
SMA N 27 Jakarta,11:38,Atma,Atma@google.com,8009864615,1963-09-06,apple,tech,Goes to School,59.0,12
SMA N 47 Jakarta,23:36,Asirwada,Asirwada@google.com,8208532007,1971-02-09,oppo,science,Goes to School,52.0,0
Foresthree Coffee,11:55,Caket,Caket@google.com,8028373905,1968-09-22,samsung,cooking,Social,54.0,12
Grand Metropolitan Mall,05:35,Aslijan,Aslijan@google.com,8203072363,1996-05-08,vivo,music,Free,27.0,6
SMA N 28 Jakarta,15:02,Prayogo,Prayogo@google.com,8217825446,1992-02-21,vivo,art,Goes to School,31.0,15
Grand Metropolitan Mall,10:20,Mutia,Mutia@google.com,8938548664,2005-10-06,xiaomi,games,Free,17.0,10
Jogja City Mall,08:56,Septi,Septi@google.com,8203588819,1969-03-26,oppo,games,Free,54.0,9
Tang City Mall,01:13,Jais,Jais@google.com,8085536834,1994-09-13,apple,music,Free,28.0,1
SMA N 28 Jakarta,22:44,Hani,Hani@google.com,8807829240,1986-08-29,samsung,games,Goes to School,36.0,23
Coffee Toffee,15:32,Banawi,Banawi@google.com,8464002882,1993-01-29,oppo,entertainment,Social,30.0,16
SMA N 28 Jakarta,21:10,Tedi,Tedi@google.com,8025838771,1977-05-29,apple,sport,Goes to School,46.0,21
SMA N 27 Jakarta,14:27,Sari,Sari@google.com,8995419029,1979-04-30,vivo,music,Goes to School,44.0,14
SMA N 28 Jakarta,17:43,Taufan,Taufan@google.com,8680148919,1962-11-11,xiaomi,tech,Goes to School,60.0,18
Tang City Mall,07:21,Daniswara,Daniswara@google.com,8444080744,1977-04-24,apple,tech,Free,46.0,7
Tang City Mall,15:19,Lukita,Lukita@google.com,8452439665,1992-06-04,apple,games,Free,31.0,15
Jogja City Mall,04:21,Lili,Lili@google.com,8606444218,1995-05-16,xiaomi,tech,Free,28.0,4
Grand Metropolitan Mall,00:59,Dasa,Dasa@google.com,8849574106,1966-05-24,xiaomi,beauty,Free,57.0,1
Foresthree Coffee,16:59,Perkasa,Perkasa@google.com,8779899542,1973-08-22,oppo,art,Social,49.0,17
Stuja Coffee,21:36,Timbul,Timbul@google.com,8931308045,1984-08-11,vivo,beauty,Social,38.0,22
Coffee Toffee,20:11,Ika,Ika@google.com,8246981390,1983-10-21,oppo,entertainment,Social,39.0,20
Foresthree Coffee,08:28,Ikin,Ikin@google.com,8054275747,2007-03-26,xiaomi,art,Social,16.0,8
Tang City Mall,07:34,Rizki,Rizki@google.com,8234741450,1985-05-19,apple,cooking,Free,38.0,8
SMA N 27 Jakarta,19:43,Maryanto,Maryanto@google.com,8467840168,2004-12-09,samsung,entertainment,Goes to School,18.0,20
Grand Metropolitan Mall,07:09,Wira,Wira@google.com,8726653726,1992-07-22,samsung,tech,Free,30.0,7
SMA N 47 Jakarta,07:22,Karman,Karman@google.com,8315330138,2007-01-06,samsung,tech,Goes to School,16.0,7
Jogja City Mall,10:59,Irwan,Irwan@google.com,8059260871,1993-11-15,vivo,games,Free,29.0,11
Tang City Mall,06:35,Dimaz,Dimaz@google.com,8493426113,1997-02-15,apple,cooking,Free,26.0,7
SMA N 47 Jakarta,11:17,Irma,Irma@google.com,8002598247,1975-08-10,xiaomi,tech,Goes to School,47.0,11
Foresthree Coffee,10:07,Jayeng,Jayeng@google.com,8798308873,1975-05-19,samsung,entertainment,Social,48.0,10
SMA N 28 Jakarta,23:37,Caraka,Caraka@google.com,8159793316,1984-01-04,apple,cooking,Goes to School,39.0,0
Coffee Toffee,22:17,Ganjaran,Ganjaran@google.com,8068719593,1991-11-06,oppo,entertainment,Social,31.0,22
Coffee Toffee,23:44,Eman,Eman@google.com,8633524367,1976-02-15,vivo,entertainment,Social,47.0,0
Stuja Coffee,22:55,Among,Among@google.com,8348716844,1973-04-22,xiaomi,art,Social,50.0,23
SMA N 27 Jakarta,13:42,Kayla,Kayla@google.com,8476697240,1962-01-23,apple,art,Goes to School,61.0,14
Coffee Toffee,20:05,Tri,Tri@google.com,8612567088,1994-12-29,apple,cooking,Social,28.0,20
Jogja City Mall,22:33,Cakrabuana,Cakrabuana@google.com,8732345040,1965-04-21,apple,tech,Free,58.0,23
Stuja Coffee,18:59,Rafi,Rafi@google.com,8600381096,1978-09-03,xiaomi,games,Social,44.0,19
SMA N 47 Jakarta,03:44,Dalima,Dalima@google.com,8888461206,1968-04-18,vivo,art,Goes to School,55.0,4
Grand Metropolitan Mall,17:06,Gasti,Gasti@google.com,8474396414,1984-09-11,apple,music,Free,38.0,17
Tang City Mall,19:50,Putri,Putri@google.com,8838910741,1968-04-27,vivo,music,Free,55.0,20
Grand Metropolitan Mall,15:15,Yosef,Yosef@google.com,8029715159,1968-08-20,apple,tech,Free,54.0,15
SMA N 47 Jakarta,00:52,Warsa,Warsa@google.com,8119880190,1983-09-28,oppo,beauty,Goes to School,39.0,1
Coffee Toffee,13:21,Diana,Diana@google.com,8309307743,2000-05-16,samsung,cooking,Social,23.0,13
Stuja Coffee,17:43,Ganep,Ganep@google.com,8352481432,1985-06-17,apple,entertainment,Social,38.0,18
Tang City Mall,23:28,Raihan,Raihan@google.com,8913923538,1999-12-22,oppo,tech,Free,23.0,23
SMA N 28 Jakarta,03:26,Wulan,Wulan@google.com,8435005362,1979-04-06,vivo,music,Goes to School,44.0,3
Foresthree Coffee,18:29,Dadi,Dadi@google.com,8129817344,2001-07-19,vivo,games,Social,21.0,18
Stuja Coffee,17:28,Dimas,Dimas@google.com,8602753042,1985-11-19,vivo,games,Social,37.0,17
Jogja City Mall,07:45,Humaira,Humaira@google.com,8431741281,1967-02-16,xiaomi,sport,Free,56.0,8
Coffee Toffee,22:21,Novi,Novi@google.com,8549529317,1973-12-18,vivo,entertainment,Social,49.0,22
Coffee Toffee,06:16,Kamila,Kamila@google.com,8663991342,1963-08-12,oppo,music,Social,59.0,6
SMA N 47 Jakarta,03:58,Gilang,Gilang@google.com,8422900221,2002-07-13,samsung,tech,Goes to School,20.0,4
Stuja Coffee,04:26,Karman,Karman@google.com,8201417335,1974-08-05,samsung,cooking,Social,48.0,4
Foresthree Coffee,18:28,Ibun,Ibun@google.com,8690117491,1968-03-17,vivo,art,Social,55.0,18
Tang City Mall,21:02,Cahya,Cahya@google.com,8400158863,1990-05-18,xiaomi,art,Free,33.0,21
SMA N 28 Jakarta,03:03,Samiah,Samiah@google.com,8108648420,1971-01-09,oppo,entertainment,Goes to School,52.0,3
Jogja City Mall,11:32,Kamidin,Kamidin@google.com,8401733159,1970-03-05,oppo,music,Free,53.0,12
SMA N 28 Jakarta,14:45,Aris,Aris@google.com,8722689589,1981-02-18,samsung,art,Goes to School,42.0,15
SMA N 28 Jakarta,23:49,Panca,Panca@google.com,8191283335,1969-10-01,vivo,music,Goes to School,53.0,0
Stuja Coffee,09:29,Yono,Yono@google.com,8581432075,1982-11-12,oppo,art,Social,40.0,9
SMA N 47 Jakarta,08:11,Nugraha,Nugraha@google.com,8605887551,1976-11-07,xiaomi,tech,Goes to School,46.0,8
Coffee Toffee,11:31,Danang,Danang@google.com,8563531884,1978-08-05,vivo,cooking,Social,44.0,12
SMA N 47 Jakarta,12:12,Atma,Atma@google.com,8024168494,1972-07-14,oppo,music,Goes to School,50.0,12
Grand Metropolitan Mall,06:36,Umaya,Umaya@google.com,8340754448,1988-01-17,xiaomi,beauty,Free,35.0,7
SMA N 28 Jakarta,00:17,Gantar,Gantar@google.com,8123026245,1980-06-06,samsung,games,Goes to School,43.0,0
SMA N 47 Jakarta,09:52,Ina,Ina@google.com,8531319730,1971-10-04,vivo,games,Goes to School,51.0,10
SMA N 27 Jakarta,12:13,Okta,Okta@google.com,8692917930,1997-04-07,apple,games,Goes to School,26.0,12
Stuja Coffee,21:00,Hendri,Hendri@google.com,8991729409,1997-07-30,apple,sport,Social,25.0,21
Jogja City Mall,05:51,Sari,Sari@google.com,8014275598,1977-02-06,oppo,games,Free,46.0,6
SMA N 47 Jakarta,20:22,Emin,Emin@google.com,8297960996,1977-09-01,oppo,art,Goes to School,45.0,20
SMA N 27 Jakarta,04:16,Ian,Ian@google.com,8955954937,2005-04-17,apple,games,Goes to School,18.0,4
SMA N 27 Jakarta,00:24,Cayadi,Cayadi@google.com,8405992439,1980-02-15,oppo,sport,Goes to School,43.0,0
Jogja City Mall,18:23,Darijan,Darijan@google.com,8152688024,1984-12-23,oppo,entertainment,Free,38.0,18
Tang City Mall,16:06,Tami,Tami@google.com,8791946730,1974-08-13,samsung,beauty,Free,48.0,16
SMA N 28 Jakarta,05:11,Artawan,Artawan@google.com,8493966094,1975-03-05,xiaomi,cooking,Goes to School,48.0,5
SMA N 27 Jakarta,02:32,Jagapati,Jagapati@google.com,8995895958,1973-11-18,samsung,tech,Goes to School,49.0,3
SMA N 27 Jakarta,08:27,Oni,Oni@google.com,8794196956,1982-01-01,samsung,cooking,Goes to School,41.0,8
Tang City Mall,13:34,Erik,Erik@google.com,8125964351,1989-08-16,samsung,science,Free,33.0,14
SMA N 28 Jakarta,18:05,Yulia,Yulia@google.com,8969541665,1988-01-22,oppo,tech,Goes to School,35.0,18
Grand Metropolitan Mall,10:15,Azalea,Azalea@google.com,8794951715,1992-03-11,xiaomi,beauty,Free,31.0,10
Coffee Toffee,11:14,Karna,Karna@google.com,8317330867,1963-08-20,oppo,beauty,Social,59.0,11
Tang City Mall,09:46,Titin,Titin@google.com,8663087992,1988-11-28,samsung,art,Free,34.0,10
Coffee Toffee,18:45,Banawa,Banawa@google.com,8672619684,1963-01-28,oppo,art,Social,60.0,19
Stuja Coffee,11:54,Irwan,Irwan@google.com,8656130900,2000-10-05,xiaomi,art,Social,22.0,12
Stuja Coffee,08:05,Bancar,Bancar@google.com,8244326948,1990-05-12,vivo,science,Social,33.0,8
Coffee Toffee,07:37,Kiandra,Kiandra@google.com,8661511283,1997-05-04,vivo,sport,Social,26.0,8
Grand Metropolitan Mall,21:55,Rafi,Rafi@google.com,8294086386,1991-07-06,xiaomi,games,Free,31.0,22
Coffee Toffee,18:58,Natalia,Natalia@google.com,8645245096,2002-02-05,apple,cooking,Social,21.0,19
SMA N 27 Jakarta,20:03,Gatra,Gatra@google.com,8948262066,1981-05-07,vivo,art,Goes to School,42.0,20
Stuja Coffee,09:00,Tirta,Tirta@google.com,8201200487,2006-12-25,samsung,science,Social,16.0,9
Tang City Mall,03:10,Kamaria,Kamaria@google.com,8261127266,1962-04-02,xiaomi,sport,Free,61.0,3
Coffee Toffee,17:17,Anastasia,Anastasia@google.com,8664688999,1998-09-23,vivo,sport,Social,24.0,17
SMA N 28 Jakarta,16:47,Yono,Yono@google.com,8352112500,1992-02-27,apple,music,Goes to School,31.0,17
Tang City Mall,13:19,Asmianto,Asmianto@google.com,8791848442,1990-10-14,samsung,games,Free,32.0,13
